id,last,first,bat,throw,team,g,g_p,g_sp,g_rp,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr,first_g,last_g,season
daviz001,Davies,Zach,R,R,MIL,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,20160417,20160923,2016
elmoj001,Elmore,Jake,R,R,MIL,59,0,0,0,0,0,3,4,0,14,2,4,20,0,38,1,20160628,20161002,2016
florr003,Flores,Ramon,L,L,MIL,104,0,0,0,0,2,0,0,0,13,29,49,83,0,26,0,20160404,20160818,2016
frees001,Freeman,Sam,R,L,MIL,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20160408,20160428,2016
garzm001,Garza,Matt,R,R,MIL,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,20160614,20160926,2016
genns001,Gennett,Scooter,L,R,MIL,136,0,0,0,0,0,127,0,0,0,0,0,0,1,13,0,20160404,20161002,2016
gofod001,Goforth,David,R,R,MIL,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20160429,20160806,2016
guerj003,Guerra,Junior,R,R,MIL,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20160503,20160914,2016
hilla001,Hill,Aaron,R,R,MIL,78,0,0,0,0,0,20,59,0,0,0,0,0,0,5,0,20160404,20160706,2016
jeffj001,Jeffress,Jeremy,R,R,MIL,47,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,20160405,20160731,2016
jungt001,Jungmann,Taylor,R,R,MIL,8,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,20160406,20160924,2016
kirkm001,Kirkman,Michael,L,L,MIL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20160509,20160509,2016
knebc001,Knebel,Corey,R,R,MIL,35,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,20160609,20161002,2016
lucrj001,Lucroy,Jonathan,R,R,MIL,95,0,0,0,82,6,0,0,0,0,0,0,0,3,8,0,20160404,20160731,2016
magnd001,Magnifico,Damien,R,R,MIL,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20160816,20160908,2016
maldm001,Maldonado,Martin,R,R,MIL,76,0,0,0,69,0,0,0,0,0,0,0,0,0,8,0,20160410,20161001,2016
marij001,Marinez,Jhan,R,R,MIL,43,43,0,43,0,0,0,0,0,0,0,0,0,0,0,0,20160522,20161002,2016
middw001,Middlebrooks,Will,R,R,MIL,10,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,20160705,20160724,2016
nelsj004,Nelson,Jimmy,R,R,MIL,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,20160405,20160927,2016
nieuk001,Nieuwenhuis,Kirk,L,R,MIL,125,0,0,0,0,0,0,0,0,5,83,28,109,0,22,0,20160404,20161002,2016
penaa003,Pena,Ariel,R,R,MIL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20160404,20160404,2016
peraw001,Peralta,Wily,R,R,MIL,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,20160404,20161001,2016
pereh001,Perez,Hernan,R,R,MIL,123,0,0,0,0,6,11,60,3,2,8,36,46,0,20,0,20160428,20161002,2016
pinam001,Pina,Manny,R,R,MIL,33,0,0,0,17,0,0,0,0,0,0,0,0,1,15,0,20160801,20161002,2016
pintj001,Pinto,Josmil,R,R,MIL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20160923,20161002,2016
presa001,Presley,Alex,L,L,MIL,47,0,0,0,0,0,0,0,0,12,5,13,28,0,21,0,20160421,20160626,2016
ramin001,Ramirez,Neil,R,R,MIL,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20160603,20160605,2016
reedm001,Reed,Michael,R,R,MIL,8,0,0,0,0,0,0,0,0,2,5,0,7,0,1,0,20160917,20161001,2016
rivey001,Rivera,Yadiel,R,R,MIL,35,0,0,0,0,0,13,15,5,0,0,0,0,0,6,1,20160409,20161002,2016
roweb001,Rowen,Ben,R,R,MIL,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20160904,20160920,2016
santd002,Santana,Domingo,R,R,MIL,77,0,0,0,0,0,0,0,0,4,3,62,67,0,14,0,20160404,20161002,2016
scahr001,Scahill,Rob,L,R,MIL,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,20160809,20161002,2016
smitw002,Smith,Will,R,L,MIL,27,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,20160602,20160731,2016
susaa001,Susac,Andrew,R,R,MIL,9,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,20160908,20161002,2016
suteb001,Suter,Brent,L,L,MIL,14,14,2,12,0,0,0,0,0,0,0,0,0,0,0,0,20160819,20160930,2016
thort001,Thornburg,Tyler,R,R,MIL,67,67,0,67,0,0,0,0,0,0,0,0,0,0,0,0,20160406,20161002,2016
torrc001,Torres,Carlos,R,R,MIL,72,72,0,72,0,0,0,0,0,0,0,0,0,0,0,0,20160404,20161002,2016
villj001,Villar,Jonathan,B,R,MIL,156,0,0,0,0,0,11,42,108,0,0,0,0,0,4,0,20160404,20161002,2016
walsc001,Walsh,Colin,B,R,MIL,38,0,0,0,0,0,1,11,0,2,0,0,2,0,27,0,20160404,20160525,2016
wilka002,Wilkins,Andy,L,R,MIL,26,0,0,0,0,3,0,0,0,0,0,1,1,0,22,0,20160706,20160816,2016
aguij001,Aguilar,Jesus,R,R,MIL,133,0,0,0,0,77,0,1,0,0,0,0,0,3,66,0,20170403,20171001,2017
andec001,Anderson,Chase,R,R,MIL,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,20170406,20170929,2017
arcio002,Arcia,Orlando,R,R,MIL,153,0,0,0,0,0,0,0,152,0,0,0,0,0,7,1,20170403,20170930,2017
bandj001,Bandy,Jett,R,R,MIL,60,0,0,0,50,0,0,0,0,0,0,0,0,0,10,1,20170403,20171001,2017
barnj002,Barnes,Jacob,R,R,MIL,73,73,0,73,0,0,0,0,0,0,0,0,0,0,0,0,20170403,20170930,2017
berrq001,Berry,Quintin,L,L,MIL,7,0,0,0,0,0,0,0,0,2,1,0,3,0,1,5,20170905,20171001,2017
blazm001,Blazek,Michael,R,R,MIL,5,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,20170703,20170727,2017
braur002,Braun,Ryan,R,R,MIL,104,0,0,0,0,0,0,0,0,95,0,0,95,4,5,0,20170403,20170930,2017
brinl001,Brinson,Lewis,R,R,MIL,21,0,0,0,0,0,0,0,0,8,8,0,16,0,6,0,20170611,20170803,2017
broxk001,Broxton,Keon,R,R,MIL,143,0,0,0,0,0,0,0,0,0,139,0,139,0,15,3,20170403,20171001,2017
daviz001,Davies,Zach,R,R,MIL,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,20170404,20170926,2017
drako001,Drake,Oliver,R,R,MIL,61,61,0,61,0,0,0,0,0,0,0,0,0,0,0,0,20170414,20170928,2017
espip001,Espino,Paolo,R,R,MIL,6,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,20170519,20170702,2017
felin001,Feliz,Neftali,R,R,MIL,29,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,20170405,20170613,2017
frann001,Franklin,Nick,B,R,MIL,53,0,0,0,0,0,1,0,1,16,0,2,17,0,37,0,20170408,20170625,2017
garzm001,Garza,Matt,R,R,MIL,24,24,22,2,0,0,0,0,0,0,0,0,0,0,0,0,20170424,20170927,2017
gofod001,Goforth,David,R,R,MIL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20170409,20170409,2017
guerj003,Guerra,Junior,R,R,MIL,21,21,14,7,0,0,0,0,0,0,0,0,0,0,0,0,20170403,20170930,2017
hadej001,Hader,Josh,L,L,MIL,35,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,20170610,20170930,2017
hughj001,Hughes,Jared,R,R,MIL,67,67,0,67,0,0,0,0,0,0,0,0,0,0,0,0,20170403,20170930,2017
jeffj001,Jeffress,Jeremy,R,R,MIL,22,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,20170802,20170930,2017
jungt001,Jungmann,Taylor,R,R,MIL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20170405,20170405,2017
knebc001,Knebel,Corey,R,R,MIL,76,76,0,76,0,0,0,0,0,0,0,0,0,0,0,0,20170403,20170929,2017
lopej004,Lopez,Jorge,R,R,MIL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20170629,20170629,2017
marij001,Marinez,Jhan,R,R,MIL,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,20170403,20170514,2017
milot001,Milone,Tom,L,L,MIL,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,20170403,20170429,2017
nelsj004,Nelson,Jimmy,R,R,MIL,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,20170407,20170908,2017
nieuk001,Nieuwenhuis,Kirk,L,R,MIL,16,0,0,0,0,0,0,0,0,3,7,0,10,0,8,1,20170403,20170729,2017
peraw001,Peralta,Wily,R,R,MIL,19,19,8,11,0,0,0,0,0,0,0,0,0,0,0,0,20170405,20170727,2017
pereh001,Perez,Hernan,R,R,MIL,136,1,0,1,0,2,17,31,7,53,18,30,88,0,16,3,20170403,20171001,2017
philb002,Phillips,Brett,L,R,MIL,37,0,0,0,0,0,0,0,0,4,26,9,30,0,7,1,20170605,20171001,2017
pinam001,Pina,Manny,R,R,MIL,107,0,0,0,102,0,0,0,0,0,0,0,0,0,10,0,20170404,20170921,2017
rivey001,Rivera,Yadiel,R,R,MIL,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,20170706,20170706,2017
santd002,Santana,Domingo,R,R,MIL,151,0,0,0,0,0,0,0,0,0,0,144,144,0,8,0,20170403,20170930,2017
scahr001,Scahill,Rob,L,R,MIL,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,20170505,20170721,2017
shawt001,Shaw,Travis,L,R,MIL,144,0,0,0,0,1,0,143,0,0,0,0,0,1,1,0,20170403,20170930,2017
sogae001,Sogard,Eric,L,R,MIL,94,0,0,0,0,0,60,7,26,1,0,0,1,0,24,0,20170512,20171001,2017
susaa001,Susac,Andrew,R,R,MIL,8,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,20170807,20170930,2017
suteb001,Suter,Brent,L,L,MIL,23,22,14,8,0,0,0,0,0,0,0,0,0,0,0,1,20170404,20170928,2017
swara001,Swarzak,Anthony,R,R,MIL,29,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,20170728,20170930,2017
thame001,Thames,Eric,L,R,MIL,138,0,0,0,0,108,0,0,0,25,0,5,29,2,13,0,20170403,20171001,2017
torrc001,Torres,Carlos,R,R,MIL,67,67,0,67,0,0,0,0,0,0,0,0,0,0,0,0,20170403,20171001,2017
villj001,Villar,Jonathan,B,R,MIL,122,0,0,0,0,0,98,0,0,0,6,0,6,1,27,2,20170403,20171001,2017
vogts001,Vogt,Stephen,L,R,MIL,45,0,0,0,38,0,0,0,0,0,0,0,0,0,12,0,20170627,20170930,2017
walkn001,Walker,Neil,B,R,MIL,38,0,0,0,0,14,27,2,0,0,0,0,0,0,5,0,20170813,20170930,2017
wangw001,Wang,Wei-Chung,L,L,MIL,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20170730,20170927,2017
webbt001,Webb,Tyler,R,L,MIL,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20170716,20170717,2017
wilka003,Wilkerson,Aaron,R,R,MIL,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,20170915,20171001,2017
willt003,Williams,Taylor,B,R,MIL,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20170906,20171001,2017
woodb005,Woodruff,Brandon,L,R,MIL,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20170804,20170927,2017
aguij001,Aguilar,Jesus,R,R,MIL,159,0,0,0,0,142,0,5,0,0,0,0,0,2,20,0,20180329,20181020,2018
albem001,Albers,Matt,L,R,MIL,34,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0,20180329,20180923,2018
andec001,Anderson,Chase,R,R,MIL,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,20180329,20180918,2018
arcio002,Arcia,Orlando,R,R,MIL,129,0,0,0,0,0,0,0,126,0,0,0,0,0,6,5,20180329,20181020,2018
ashea001,Asher,Alec,R,R,MIL,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20180512,20180712,2018
bandj001,Bandy,Jett,R,R,MIL,24,0,0,0,22,0,0,0,0,0,0,0,0,0,3,1,20180331,20180523,2018
barnj002,Barnes,Jacob,R,R,MIL,49,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,20180329,20180929,2018
braur002,Braun,Ryan,R,R,MIL,135,0,0,0,0,18,0,0,0,103,0,1,103,3,23,0,20180329,20181020,2018
broxk001,Broxton,Keon,R,R,MIL,53,0,0,0,0,0,0,0,0,0,24,21,44,0,12,4,20180627,20181007,2018
burnc002,Burnes,Corbin,R,R,MIL,36,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,20180710,20181019,2018
cainl001,Cain,Lorenzo,R,R,MIL,151,0,0,0,0,0,0,0,0,0,148,0,148,0,3,0,20180329,20181020,2018
cedex001,Cedeno,Xavier,L,L,MIL,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,20180901,20181020,2018
chacj001,Chacin,Jhoulys,R,R,MIL,39,38,38,0,0,0,0,0,0,0,0,0,0,0,1,0,20180330,20181020,2018
choij001,Choi,Ji-Man,L,R,MIL,12,0,0,0,0,2,0,0,0,1,0,0,1,6,4,0,20180329,20180609,2018
daviz001,Davies,Zach,R,R,MIL,14,14,13,1,0,0,0,0,0,0,0,0,0,0,0,0,20180402,20181017,2018
drako001,Drake,Oliver,R,R,MIL,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,20180330,20180428,2018
frann001,Franklin,Nick,B,R,MIL,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20180508,20180508,2018
gonzg003,Gonzalez,Gio,R,L,MIL,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,20180908,20181016,2018
granc001,Granderson,Curtis,L,R,MIL,26,0,0,0,0,0,0,0,0,3,0,14,15,0,15,0,20180901,20181020,2018
guerj003,Guerra,Junior,R,R,MIL,33,33,26,7,0,0,0,0,0,0,0,0,0,0,0,0,20180411,20181016,2018
hadej001,Hader,Josh,L,L,MIL,62,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0,20180329,20181020,2018
hoovj002,Hoover,J.J.,R,R,MIL,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20180407,20180410,2018
housa001,Houser,Adrian,R,R,MIL,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20180408,20180810,2018
jeffj001,Jeffress,Jeremy,R,R,MIL,81,81,0,81,0,0,0,0,0,0,0,0,0,0,0,0,20180329,20181020,2018
jennd003,Jennings,Dan,L,L,MIL,72,72,1,71,0,0,0,0,0,0,0,0,0,0,0,0,20180330,20180924,2018
knebc001,Knebel,Corey,R,R,MIL,66,66,0,66,0,0,0,0,0,0,0,0,0,0,0,0,20180329,20181020,2018
krate001,Kratz,Erik,R,R,MIL,76,3,0,3,70,1,0,0,0,0,0,0,0,0,4,1,20180526,20181020,2018
logab001,Logan,Boone,R,L,MIL,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,20180510,20180616,2018
lopej004,Lopez,Jorge,R,R,MIL,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20180416,20180725,2018
lylej001,Lyles,Jordan,R,R,MIL,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,20180810,20180930,2018
milew001,Miley,Wade,L,L,MIL,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20180502,20181019,2018
millb002,Miller,Brad,L,R,MIL,27,0,0,0,0,1,15,0,6,0,0,0,0,0,8,0,20180623,20180726,2018
mousm001,Moustakas,Mike,L,R,MIL,64,0,0,0,0,0,0,62,0,0,0,0,0,0,3,0,20180728,20181020,2018
nottj001,Nottingham,Jacob,R,R,MIL,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,20180416,20180904,2018
orf-n001,Orf,Nate,R,R,MIL,15,0,0,0,0,0,3,1,2,0,0,1,1,0,10,0,20180702,20180723,2018
peraf001,Peralta,Freddy,R,R,MIL,17,17,14,3,0,0,0,0,0,0,0,0,0,0,0,0,20180513,20181016,2018
pereh001,Perez,Hernan,R,R,MIL,141,3,0,3,0,6,59,22,22,17,3,27,44,1,28,5,20180329,20181019,2018
philb002,Phillips,Brett,L,R,MIL,15,0,0,0,0,0,0,0,0,2,5,7,12,0,6,0,20180409,20180724,2018
pinam001,Pina,Manny,R,R,MIL,103,0,0,0,97,1,0,0,0,0,0,0,0,0,7,0,20180329,20181019,2018
salat001,Saladino,Tyler,R,R,MIL,52,0,0,0,0,0,6,1,28,0,0,0,0,0,20,0,20180510,20180930,2018
santd002,Santana,Domingo,R,R,MIL,95,0,0,0,0,0,0,0,0,0,0,55,55,1,43,0,20180329,20181020,2018
schoj001,Schoop,Jonathan,R,R,MIL,50,0,0,0,0,0,32,0,15,0,0,0,0,0,16,0,20180801,20181020,2018
shawt001,Shaw,Travis,L,R,MIL,162,0,0,0,0,22,48,107,0,0,0,0,0,0,10,0,20180329,20181020,2018
sogae001,Sogard,Eric,L,R,MIL,55,0,0,0,0,0,22,0,24,1,0,0,1,0,20,0,20180329,20180704,2018
sorij001,Soria,Joakim,R,R,MIL,33,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,20180727,20181017,2018
suteb001,Suter,Brent,L,L,MIL,21,20,18,2,0,0,0,0,0,0,0,0,0,0,0,1,20180331,20180722,2018
thame001,Thames,Eric,L,R,MIL,96,0,0,0,0,29,0,0,0,10,0,31,37,0,36,0,20180329,20180930,2018
villj001,Villar,Jonathan,B,R,MIL,87,0,0,0,0,0,74,0,0,0,0,0,0,0,13,1,20180329,20180714,2018
wilka003,Wilkerson,Aaron,R,R,MIL,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,20180701,20180714,2018
willt003,Williams,Taylor,B,R,MIL,56,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0,20180408,20180929,2018
woodb005,Woodruff,Brandon,L,R,MIL,23,23,5,18,0,0,0,0,0,0,0,0,0,0,0,0,20180330,20181020,2018
yelic001,Yelich,Christian,L,R,MIL,157,0,0,0,0,0,0,0,0,91,20,85,155,0,2,0,20180329,20181020,2018
zagum001,Zagurski,Mike,L,L,MIL,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20180630,20180707,2018
aguij001,Aguilar,Jesus,R,R,MIL,94,0,0,0,0,60,0,2,0,0,0,0,0,0,35,0,20190328,20190728,2019
albem001,Albers,Matt,L,R,MIL,67,67,0,67,0,0,0,0,0,0,0,0,0,0,0,0,20190329,20190928,2019
andec001,Anderson,Chase,R,R,MIL,33,32,27,5,0,0,0,0,0,0,0,0,0,0,0,1,20190329,20190926,2019
arcio002,Arcia,Orlando,R,R,MIL,153,0,0,0,0,0,0,0,151,0,0,0,0,0,5,1,20190328,20191001,2019
austt001,Austin,Tyler,R,R,MIL,17,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,20190901,20190929,2019
barnj002,Barnes,Jacob,R,R,MIL,18,18,1,17,0,0,0,0,0,0,0,0,0,0,0,0,20190329,20190611,2019
blacr001,Black,Ray,R,R,MIL,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,20190814,20190929,2019
braur002,Braun,Ryan,R,R,MIL,145,0,0,0,0,0,0,0,0,111,0,2,113,3,31,0,20190328,20191001,2019
burnc002,Burnes,Corbin,R,R,MIL,32,32,4,28,0,0,0,0,0,0,0,0,0,0,0,0,20190331,20190929,2019
cainl001,Cain,Lorenzo,R,R,MIL,149,0,0,0,0,0,0,0,0,0,144,0,144,0,9,0,20190328,20191001,2019
chacj001,Chacin,Jhoulys,R,R,MIL,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,20190328,20190724,2019
claua001,Claudio,Alex,L,L,MIL,83,83,0,83,0,0,0,0,0,0,0,0,0,0,0,0,20190329,20190927,2019
daviz001,Davies,Zach,R,R,MIL,35,31,31,0,0,0,0,0,0,0,0,0,0,0,1,3,20190330,20190927,2019
dubom001,Dubon,Mauricio,R,R,MIL,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,20190707,20190712,2019
farij001,Faria,Jacob,R,R,MIL,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20190806,20190929,2019
freid001,Freitas,David,R,R,MIL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,20190901,20190929,2019
gameb001,Gamel,Ben,L,L,MIL,135,0,0,0,0,0,0,0,0,71,22,23,109,0,40,2,20190329,20191001,2019
gonzg003,Gonzalez,Gio,R,L,MIL,19,19,17,2,0,0,0,0,0,0,0,0,0,0,0,0,20190428,20190928,2019
grany001,Grandal,Yasmani,B,R,MIL,154,0,0,0,138,20,0,0,0,0,0,0,0,1,9,0,20190328,20191001,2019
grist001,Grisham,Trent,L,L,MIL,52,0,0,0,0,0,0,0,0,17,21,17,43,0,13,0,20190801,20191001,2019
guerd001,Guerra,Deolis,R,R,MIL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20190705,20190705,2019
guerj003,Guerra,Junior,R,R,MIL,72,72,0,72,0,0,0,0,0,0,0,0,0,0,0,0,20190328,20190928,2019
hadej001,Hader,Josh,L,L,MIL,62,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0,20190328,20191001,2019
hartd002,Hart,Donnie,L,L,MIL,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20190419,20190501,2019
hiurk001,Hiura,Keston,R,R,MIL,85,0,0,0,0,0,82,0,0,0,0,0,0,0,3,0,20190514,20191001,2019
housa001,Houser,Adrian,R,R,MIL,35,35,18,17,0,0,0,0,0,0,0,0,0,0,0,0,20190422,20190929,2019
jackj001,Jackson,Jay,R,R,MIL,28,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,20190429,20190927,2019
jeffj001,Jeffress,Jeremy,R,R,MIL,48,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,20190417,20190823,2019
lylej001,Lyles,Jordan,R,R,MIL,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,20190731,20190925,2019
mousm001,Moustakas,Mike,L,R,MIL,144,0,0,0,0,0,47,106,0,0,0,0,0,1,6,0,20190328,20191001,2019
nelsj004,Nelson,Jimmy,R,R,MIL,10,10,3,7,0,0,0,0,0,0,0,0,0,0,0,0,20190605,20190929,2019
nottj001,Nottingham,Jacob,R,R,MIL,9,0,0,0,6,1,0,0,0,0,0,0,0,0,4,0,20190516,20190929,2019
peraf001,Peralta,Freddy,R,R,MIL,40,39,8,31,0,0,0,0,0,0,0,0,0,0,0,1,20190329,20190928,2019
pereh001,Perez,Hernan,R,R,MIL,91,3,0,3,0,5,45,14,21,3,0,7,10,0,19,2,20190331,20190929,2019
petrj001,Petricka,Jake,R,R,MIL,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20190409,20190426,2019
pinam001,Pina,Manny,R,R,MIL,76,0,0,0,53,0,0,1,0,0,0,0,0,0,24,0,20190330,20190929,2019
pomed001,Pomeranz,Drew,R,L,MIL,26,26,1,25,0,0,0,0,0,0,0,0,0,0,0,0,20190802,20191001,2019
salat001,Saladino,Tyler,R,R,MIL,28,0,0,0,0,0,3,6,13,7,0,0,7,0,6,0,20190423,20190730,2019
shawt001,Shaw,Travis,L,R,MIL,87,0,0,0,0,6,2,71,0,0,0,0,0,0,19,0,20190328,20191001,2019
smitb005,Smith,Burch,R,R,MIL,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20190507,20190723,2019
spanc001,Spangenberg,Cory,L,R,MIL,33,0,0,0,0,0,23,6,4,3,0,0,3,0,2,1,20190824,20191001,2019
suteb001,Suter,Brent,L,L,MIL,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20190902,20191001,2019
taylt002,Taylor,Tyrone,R,R,MIL,15,0,0,0,0,0,0,0,0,0,3,8,11,0,5,1,20190907,20190929,2019
thame001,Thames,Eric,L,R,MIL,150,0,0,0,0,106,0,0,0,0,0,12,12,3,49,0,20190328,20191001,2019
wilka003,Wilkerson,Aaron,R,R,MIL,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20190417,20190818,2019
willd004,Williams,Devin,R,R,MIL,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,20190807,20190929,2019
willt003,Williams,Taylor,B,R,MIL,12,10,0,10,0,0,0,0,0,0,0,0,0,0,0,2,20190329,20190929,2019
wilsa001,Wilson,Alex,R,R,MIL,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,20190330,20190427,2019
woodb005,Woodruff,Brandon,L,R,MIL,28,23,23,0,0,0,0,0,0,0,0,0,0,0,5,0,20190330,20191001,2019
yelic001,Yelich,Christian,L,R,MIL,130,0,0,0,0,0,0,0,0,6,1,124,124,2,3,0,20190328,20190910,2019
andeb004,Anderson,Brett,L,L,MIL,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20200803,20200927,2020
arcio002,Arcia,Orlando,R,R,MIL,61,2,0,2,0,0,0,0,59,0,1,0,1,0,2,2,20200724,20201001,2020
bickp001,Bickford,Phil,R,R,MIL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20200901,20200901,2020
blacr001,Black,Ray,R,R,MIL,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20200915,20200924,2020
braur002,Braun,Ryan,R,R,MIL,40,0,0,0,0,1,0,0,0,0,0,21,21,16,5,0,20200724,20200930,2020
burnc002,Burnes,Corbin,R,R,MIL,12,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,20200725,20200924,2020
cainl001,Cain,Lorenzo,R,R,MIL,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,20200724,20200728,2020
claua001,Claudio,Alex,L,L,MIL,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20200724,20200925,2020
feyej001,Feyereisen,J.P.,R,R,MIL,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20200724,20200925,2020
freid001,Freitas,David,R,R,MIL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,20201001,20201001,2020
gameb001,Gamel,Ben,L,L,MIL,41,0,0,0,0,0,0,0,0,1,11,27,37,1,4,2,20200725,20201001,2020
garca003,Garcia,Avisail,R,R,MIL,55,0,0,0,0,0,0,0,0,0,46,5,51,3,3,0,20200724,20201001,2020
grimj002,Grimm,Justin,R,R,MIL,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20200726,20200827,2020
gyorj001,Gyorko,Jedd,R,R,MIL,45,1,0,1,0,32,0,11,0,0,0,0,0,1,7,0,20200726,20201001,2020
hadej001,Hader,Josh,L,L,MIL,22,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,20200727,20201001,2020
healr001,Healy,Ryon,R,R,MIL,5,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,20200803,20201001,2020
hiurk001,Hiura,Keston,R,R,MIL,61,0,0,0,0,0,51,0,0,0,0,0,0,10,0,0,20200724,20201001,2020
holtb002,Holt,Brock,L,R,MIL,16,0,0,0,0,0,0,13,0,3,0,1,4,0,4,1,20200727,20200821,2020
housa001,Houser,Adrian,R,R,MIL,13,13,11,2,0,0,0,0,0,0,0,0,0,0,0,0,20200727,20201001,2020
